Date,Open,High,Low,Close,Adj Close,Volume,Ticker
2020-04-27,43.590000,44.320000,42.230000,43.939999,40.585293,28274400,XOM
2020-04-28,44.369999,45.389999,44.110001,44.970001,41.536659,26545100,XOM
2020-04-29,46.259998,47.599998,46.160000,47.459999,43.836552,29502500,XOM
2020-04-30,47.680000,47.680000,45.770000,46.470001,42.922138,37076300,XOM
2020-05-01,45.630001,46.389999,43.000000,43.139999,39.846371,35399300,XOM
2020-05-04,42.509998,44.939999,42.220001,44.880001,41.453529,27465600,XOM
2020-05-05,46.259998,47.150002,44.660000,44.830002,41.407349,29276200,XOM
2020-05-06,44.930000,45.270000,43.900002,43.990002,40.631481,22659000,XOM
2020-05-07,44.959999,45.270000,43.970001,44.240002,40.862392,22160300,XOM
2020-05-08,45.310001,46.220001,44.980000,46.180000,42.654278,19998700,XOM
2020-05-11,46.110001,46.200001,45.509998,45.740002,42.247871,22258000,XOM
2020-05-12,45.419998,45.669998,44.119999,44.119999,41.541698,25439100,XOM
2020-05-13,43.740002,43.869999,41.599998,41.930000,39.479679,30827900,XOM
2020-05-14,41.070000,42.549999,40.200001,42.299999,39.828056,24856500,XOM
2020-05-15,42.380001,43.009998,41.849998,42.000000,39.545589,22445600,XOM
2020-05-18,44.400002,45.580002,44.060001,45.340000,42.690403,32046100,XOM
2020-05-19,45.549999,46.630001,43.930000,43.939999,41.372215,21771600,XOM
2020-05-20,44.619999,45.580002,44.570000,45.369999,42.718647,19352400,XOM
2020-05-21,45.439999,45.790001,44.389999,44.560001,41.955990,19130700,XOM
2020-05-22,44.049999,44.669998,43.450001,44.599998,41.993649,15406400,XOM
2020-05-26,45.740002,46.299999,45.470001,45.910000,43.227093,20356500,XOM
2020-05-27,46.660000,47.139999,45.410000,46.240002,43.537815,20788300,XOM
2020-05-28,46.430000,46.459999,44.930000,45.040001,42.407940,19698000,XOM
2020-05-29,44.820000,45.689999,44.369999,45.470001,42.812809,25886200,XOM
2020-06-01,45.320000,46.450001,44.799999,46.279999,43.575466,19031000,XOM
2020-06-02,46.860001,47.450001,46.750000,47.310001,44.545284,22319000,XOM
2020-06-03,48.000000,49.400002,47.950001,49.240002,46.362495,23418000,XOM
2020-06-04,48.880001,49.150002,48.160000,49.099998,46.230675,18731400,XOM
2020-06-05,51.650002,53.450001,51.599998,53.080002,49.978092,41328900,XOM
2020-06-08,54.720001,55.360001,53.459999,54.740002,51.541084,33579400,XOM
2020-06-09,52.880001,53.970001,52.450001,53.520000,50.392380,27276900,XOM
2020-06-10,53.500000,53.500000,50.599998,50.650002,47.690098,31156800,XOM
2020-06-11,47.529999,48.840000,46.099998,46.180000,43.481316,39183000,XOM
2020-06-12,48.040001,48.619999,45.910000,47.169998,44.413460,30978100,XOM
2020-06-15,45.349998,47.759998,44.750000,47.139999,44.385216,27929300,XOM
2020-06-16,49.570000,49.750000,47.240002,48.200001,45.383274,26203400,XOM
2020-06-17,48.000000,48.130001,46.599998,46.630001,43.905018,19279400,XOM
