Date,Open,High,Low,Close,Adj Close,Volume,Ticker
2020-04-27,50.320000,53.799999,50.070000,53.080002,49.613762,303600,NHI
2020-04-28,55.570000,56.560001,53.070000,54.560001,50.997116,529300,NHI
2020-04-29,57.029999,58.779999,56.049999,57.020000,53.296474,348800,NHI
2020-04-30,55.560001,55.730000,53.599998,55.060001,51.464462,325200,NHI
2020-05-01,53.000000,54.000000,51.570000,53.759998,50.249355,356700,NHI
2020-05-04,52.400002,53.000000,51.000000,52.080002,48.679066,396100,NHI
2020-05-05,53.380001,54.630001,52.610001,52.680000,49.239880,298700,NHI
2020-05-06,52.810001,53.410000,49.750000,50.080002,46.809666,290400,NHI
2020-05-07,50.599998,51.779999,48.689999,49.180000,45.968437,510000,NHI
2020-05-08,50.669998,52.840000,49.290001,52.700001,49.258575,430800,NHI
2020-05-11,51.860001,53.040001,50.250000,51.779999,48.398651,541400,NHI
2020-05-12,51.750000,52.770000,49.080002,50.490002,47.192894,648400,NHI
2020-05-13,49.770000,49.770000,47.349998,47.740002,44.622475,446300,NHI
2020-05-14,46.290001,47.790001,44.270000,47.560001,44.454231,391900,NHI
2020-05-15,47.160000,48.599998,46.340000,46.740002,43.687778,523200,NHI
2020-05-18,49.320000,55.200001,47.880001,54.900002,51.314915,505600,NHI
2020-05-19,54.900002,55.700001,53.150002,54.169998,50.632584,285800,NHI
2020-05-20,54.860001,55.340000,52.939999,53.410000,49.922211,279500,NHI
2020-05-21,53.000000,54.869999,53.000000,53.889999,50.370865,126700,NHI
2020-05-22,53.799999,53.900002,52.430000,52.980000,49.520294,255600,NHI
2020-05-26,56.369999,57.360001,55.500000,56.779999,53.072144,321300,NHI
2020-05-27,58.650002,59.540001,57.000000,58.790001,54.950886,338700,NHI
2020-05-28,59.720001,59.730000,57.380001,57.810001,54.034885,256300,NHI
2020-05-29,56.849998,57.119999,55.480000,55.490002,51.866383,370100,NHI
2020-06-01,55.590000,57.320000,55.590000,56.700001,52.997368,244300,NHI
2020-06-02,57.549999,58.330002,56.790001,58.119999,54.324638,348200,NHI
2020-06-03,59.369999,62.330002,58.889999,61.529999,57.511959,360200,NHI
2020-06-04,60.939999,61.709999,59.810001,61.360001,57.353058,250100,NHI
2020-06-05,64.059998,66.639999,63.459999,65.250000,60.989029,325300,NHI
2020-06-08,66.059998,68.139999,65.570000,68.110001,63.662273,270500,NHI
2020-06-09,66.360001,67.000000,64.959999,65.650002,61.362915,209100,NHI
2020-06-10,65.000000,65.080002,61.950001,62.830002,58.727062,199200,NHI
2020-06-11,59.500000,60.919998,56.750000,57.080002,53.352554,376300,NHI
2020-06-12,60.000000,60.790001,57.200001,59.189999,55.324764,258400,NHI
2020-06-15,57.169998,61.340000,56.509998,60.950001,56.969833,622400,NHI
2020-06-16,64.519997,65.739998,63.389999,64.540001,60.325397,485700,NHI
2020-06-17,65.089996,65.919998,62.689999,62.750000,58.652287,341100,NHI
2020-06-18,61.459999,64.010002,61.180000,63.419998,59.278538,363800,NHI
2020-06-19,62.900002,63.990002,59.709999,59.930000,56.016445,1786100,NHI
2020-06-22,59.970001,60.799999,58.540001,59.570000,55.679947,335000,NHI
2020-06-23,60.599998,60.599998,58.470001,59.290001,55.418236,343200,NHI
2020-06-24,58.169998,58.799999,55.270000,57.450001,53.698391,397600,NHI
2020-06-25,56.930000,59.680000,56.639999,59.639999,55.745380,353100,NHI
2020-06-26,59.090000,59.880001,58.200001,59.060001,55.203255,405200,NHI
2020-06-29,58.779999,60.410000,57.480000,60.349998,57.482555,318300,NHI
2020-06-30,60.160000,61.439999,59.400002,60.720001,57.834972,302500,NHI
2020-07-01,60.799999,63.290001,60.599998,62.799999,59.816143,225000,NHI
2020-07-02,64.129997,64.440002,61.169998,61.330002,58.415993,216800,NHI
2020-07-06,63.250000,63.490002,60.130001,60.169998,57.311104,278100,NHI
2020-07-07,59.000000,59.220001,58.099998,58.220001,55.453758,225900,NHI
2020-07-08,58.080002,58.419998,56.209999,57.279999,54.558418,366800,NHI
2020-07-09,57.110001,57.410000,55.169998,56.279999,53.605934,336400,NHI
2020-07-10,56.349998,57.139999,55.500000,56.240002,53.567837,529600,NHI
2020-07-13,56.299999,57.560001,55.279999,55.930000,53.272568,230400,NHI
2020-07-14,56.040001,57.119999,55.639999,56.389999,53.710709,222300,NHI
2020-07-15,58.259998,58.849998,56.770000,57.369999,54.644146,369100,NHI
2020-07-16,56.990002,57.950001,56.799999,57.380001,54.653671,338100,NHI
2020-07-17,57.689999,59.599998,57.250000,59.450001,56.625320,313400,NHI
2020-07-20,59.290001,59.419998,58.000000,58.330002,55.558537,308200,NHI
2020-07-21,58.880001,59.610001,58.230000,58.410000,55.634731,251000,NHI
2020-07-22,58.400002,60.939999,57.849998,60.450001,57.577805,218900,NHI
2020-07-23,59.630001,61.369999,59.630001,60.570000,57.692104,333800,NHI
2020-07-24,60.570000,60.889999,58.990002,59.150002,56.339573,136500,NHI
2020-07-27,58.959999,60.349998,58.200001,60.330002,57.463505,168100,NHI
2020-07-28,59.970001,62.330002,59.830002,61.950001,59.006535,193400,NHI
2020-07-29,62.500000,63.860001,62.360001,63.750000,60.721004,214000,NHI
2020-07-30,62.689999,63.570000,62.000000,63.540001,60.520988,180800,NHI
2020-07-31,63.410000,63.410000,60.860001,62.000000,59.054157,387600,NHI
2020-08-03,61.740002,61.740002,60.020000,61.419998,58.501713,240900,NHI
2020-08-04,61.310001,62.259998,61.070000,62.080002,59.130356,310800,NHI
2020-08-05,62.610001,63.150002,61.630001,62.349998,59.387524,310300,NHI
2020-08-06,62.060001,64.320000,62.060001,63.700001,60.673386,259300,NHI
2020-08-07,63.430000,65.779999,63.020000,65.650002,62.530727,340700,NHI
2020-08-10,65.639999,66.919998,64.750000,66.250000,63.102226,357800,NHI
2020-08-11,67.800003,69.809998,65.279999,65.690002,62.568832,385700,NHI
2020-08-12,66.559998,66.629997,65.330002,66.449997,63.292721,177000,NHI
2020-08-13,65.750000,67.089996,63.740002,64.000000,60.959129,200300,NHI
2020-08-14,64.019997,64.959999,63.529999,63.820000,60.787678,138900,NHI
2020-08-17,63.860001,64.370003,63.259998,64.010002,60.968655,148000,NHI
2020-08-18,63.900002,63.900002,61.990002,62.419998,59.454201,235100,NHI
2020-08-19,62.110001,62.490002,60.669998,60.880001,57.987373,205600,NHI
2020-08-20,60.669998,63.130001,60.470001,62.869999,59.882816,328100,NHI
2020-08-21,62.380001,63.009998,61.660000,62.630001,59.654224,194800,NHI
2020-08-24,62.619999,63.410000,61.500000,63.349998,60.340012,186300,NHI
2020-08-25,63.340000,63.520000,61.720001,62.509998,59.539921,155000,NHI
2020-08-26,62.189999,62.840000,61.240002,61.520000,58.596966,157700,NHI
2020-08-27,61.849998,63.279999,61.849998,63.160000,60.159042,221400,NHI
2020-08-28,63.240002,63.240002,62.320000,63.119999,60.120941,223500,NHI
2020-08-31,63.000000,63.130001,61.840000,62.250000,59.292278,237000,NHI
2020-09-01,61.610001,62.880001,61.000000,62.580002,59.606602,153300,NHI
2020-09-02,62.230000,64.260002,61.750000,64.080002,61.035332,290100,NHI
2020-09-03,64.410004,65.440002,63.520000,64.610001,61.540146,248200,NHI
2020-09-04,65.099998,65.550003,63.139999,63.959999,60.921028,202700,NHI
2020-09-08,63.330002,65.269997,62.689999,64.730003,61.654449,314200,NHI
2020-09-09,65.209999,66.309998,63.970001,65.010002,61.921143,237000,NHI
2020-09-10,64.779999,65.510002,64.500000,64.860001,61.778267,261200,NHI
2020-09-11,64.860001,64.860001,62.630001,63.389999,60.378109,179600,NHI
2020-09-14,63.889999,65.959999,63.709999,65.190002,62.092590,390900,NHI
2020-09-15,65.330002,66.269997,64.830002,64.889999,61.806839,175200,NHI
2020-09-16,65.440002,65.790001,64.580002,64.720001,61.644920,317200,NHI
2020-09-17,64.269997,64.809998,63.439999,63.790001,60.759109,187800,NHI
2020-09-18,64.070000,64.070000,61.799999,62.520000,59.549450,986100,NHI
2020-09-21,61.020000,61.779999,59.639999,59.889999,57.044411,414500,NHI
2020-09-22,60.160000,61.459999,60.009998,60.770000,57.882595,191200,NHI
2020-09-23,60.540001,61.259998,57.700001,57.759998,55.015614,322300,NHI
2020-09-24,57.939999,59.860001,57.389999,58.590000,55.806175,287600,NHI
2020-09-25,58.130001,59.830002,57.680000,59.750000,56.911064,336100,NHI
2020-09-28,60.910000,62.110001,60.740002,61.810001,58.873184,232800,NHI
2020-09-29,60.990002,61.009998,59.110001,60.590000,58.759720,226400,NHI
2020-09-30,60.529999,62.080002,59.490002,60.270000,58.449387,286600,NHI
