Date,Open,High,Low,Close,Adj Close,Volume,Ticker
2020-04-27,84.029999,84.919998,83.779999,84.690002,80.610329,9209700,ABBV
2020-04-28,85.699997,85.970001,82.370003,82.760002,78.773308,8341000,ABBV
2020-04-29,83.720001,84.750000,82.139999,83.760002,79.725128,8231700,ABBV
2020-04-30,82.970001,83.260002,81.230003,82.199997,78.240273,15535800,ABBV
2020-05-01,81.949997,84.230003,80.500000,82.839996,78.849434,12705300,ABBV
2020-05-04,82.220001,82.839996,81.120003,81.860001,77.916656,6833000,ABBV
2020-05-05,82.949997,86.480003,82.599998,85.370003,81.257576,10927000,ABBV
2020-05-06,86.279999,88.150002,85.250000,85.419998,81.305168,17042600,ABBV
2020-05-07,86.519997,86.839996,83.559998,84.220001,80.162964,11941800,ABBV
2020-05-08,84.419998,84.660004,82.449997,83.959999,79.915497,20188100,ABBV
2020-05-11,85.080002,88.459999,83.980003,87.900002,83.665703,19219800,ABBV
2020-05-12,90.000000,92.230003,88.470001,90.459999,86.102379,23492300,ABBV
2020-05-13,90.739998,92.239998,87.730003,88.870003,84.588982,23562600,ABBV
2020-05-14,87.620003,90.480003,87.430000,89.940002,85.607437,13379500,ABBV
2020-05-15,90.010002,91.150002,89.419998,90.709999,86.340340,14071200,ABBV
2020-05-18,92.000000,93.660004,91.309998,91.470001,87.063728,16300200,ABBV
2020-05-19,91.260002,91.650002,89.559998,91.199997,86.806725,9892500,ABBV
2020-05-20,92.129997,92.540001,89.900002,91.190002,86.797203,10661500,ABBV
2020-05-21,91.279999,93.129997,90.349998,93.019997,88.539063,10393200,ABBV
2020-05-22,92.870003,93.010002,91.730003,92.099998,87.663376,5507000,ABBV
2020-05-26,93.449997,93.570000,90.309998,90.709999,86.340340,11869800,ABBV
2020-05-27,90.540001,91.000000,88.559998,89.980003,85.645508,12529500,ABBV
2020-05-28,90.870003,91.190002,90.000000,90.029999,85.693092,8765900,ABBV
2020-05-29,91.000000,92.889999,89.599998,92.669998,88.205917,13758800,ABBV
2020-06-01,92.050003,93.059998,90.690002,90.699997,86.330811,8486500,ABBV
2020-06-02,90.970001,91.699997,90.050003,91.040001,86.654434,9413300,ABBV
2020-06-03,91.470001,91.500000,89.599998,90.889999,86.511665,8588400,ABBV
2020-06-04,90.279999,93.480003,90.250000,93.040001,88.558090,9525700,ABBV
2020-06-05,93.500000,95.540001,92.809998,93.849998,89.329079,9630100,ABBV
2020-06-08,92.910004,95.010002,92.809998,94.589996,90.033424,6621400,ABBV
2020-06-09,94.949997,96.660004,94.760002,96.169998,91.537308,9555900,ABBV
2020-06-10,96.989998,99.349998,96.800003,96.900002,92.232155,11138300,ABBV
2020-06-11,95.690002,96.889999,92.029999,92.260002,87.815666,12584800,ABBV
2020-06-12,93.739998,94.739998,91.029999,92.459999,88.006035,8010100,ABBV
2020-06-15,91.269997,94.029999,90.779999,93.080002,88.596176,7120200,ABBV
2020-06-16,94.860001,96.199997,93.480003,96.059998,91.432610,9366100,ABBV
2020-06-17,96.849998,97.099998,95.269997,95.739998,91.128036,6212200,ABBV
2020-06-18,95.559998,96.449997,95.260002,96.230003,91.594421,4571600,ABBV
2020-06-19,97.720001,98.199997,95.750000,96.709999,92.051300,9210900,ABBV
2020-06-22,96.639999,97.300003,95.820000,97.269997,92.584335,6004300,ABBV
2020-06-23,98.419998,99.099998,97.050003,97.309998,92.622398,6715600,ABBV
2020-06-24,96.459999,97.160004,94.349998,95.139999,90.556931,9025100,ABBV
2020-06-25,95.180000,97.070000,94.320000,96.989998,92.317818,6411700,ABBV
2020-06-26,96.889999,97.029999,95.040001,96.129997,91.499245,14568400,ABBV
2020-06-29,96.500000,97.330002,95.680000,96.440002,91.794312,6676400,ABBV
2020-06-30,95.970001,98.879997,95.830002,98.180000,93.450493,8112500,ABBV
2020-07-01,98.500000,99.660004,97.500000,99.139999,94.364250,6522900,ABBV
2020-07-02,99.449997,99.989998,97.860001,98.879997,94.116768,6158800,ABBV
2020-07-06,99.639999,99.800003,97.949997,99.010002,94.240509,7039000,ABBV
2020-07-07,98.680000,100.690002,98.559998,99.349998,94.564133,6345600,ABBV
2020-07-08,99.750000,100.570000,98.550003,99.279999,94.497505,6154400,ABBV
2020-07-09,99.080002,99.779999,96.809998,97.940002,93.222054,5817300,ABBV
2020-07-10,98.059998,98.330002,96.360001,96.830002,92.165520,6202500,ABBV
2020-07-13,97.360001,99.559998,96.919998,97.860001,93.145912,8507400,ABBV
2020-07-14,96.970001,99.099998,95.940002,98.870003,95.255852,6765600,ABBV
2020-07-15,100.000000,100.480003,98.820000,100.480003,96.806999,5661600,ABBV
2020-07-16,99.690002,100.230003,98.809998,99.919998,96.267464,4269200,ABBV
2020-07-17,100.290001,101.279999,99.919998,100.830002,97.144203,6890900,ABBV
2020-07-20,100.760002,101.250000,99.260002,99.540001,95.901360,4823300,ABBV
2020-07-21,99.809998,99.809998,97.169998,97.400002,93.839584,8239000,ABBV
2020-07-22,97.800003,98.279999,96.930000,97.699997,94.128616,4441800,ABBV
2020-07-23,98.239998,98.919998,97.449997,98.029999,94.446556,5127200,ABBV
2020-07-24,98.050003,98.190002,96.459999,97.110001,93.560188,5169400,ABBV
2020-07-27,96.349998,97.889999,96.260002,97.160004,93.608360,5030700,ABBV
2020-07-28,97.000000,97.620003,96.459999,96.709999,93.174805,5941800,ABBV
2020-07-29,96.870003,97.400002,96.639999,97.010002,93.463844,5512000,ABBV
2020-07-30,96.309998,96.739998,95.410004,96.040001,92.529297,6411500,ABBV
2020-07-31,95.540001,97.250000,93.550003,94.910004,91.440613,14613000,ABBV
2020-08-03,95.190002,97.169998,95.059998,95.940002,92.432961,6919000,ABBV
2020-08-04,95.919998,96.029999,94.059998,94.290001,90.843269,7865100,ABBV
2020-08-05,94.470001,94.800003,93.129997,93.250000,89.841286,6918900,ABBV
2020-08-06,93.320000,93.650002,91.779999,92.570000,89.186134,7269300,ABBV
2020-08-07,92.690002,93.000000,92.199997,92.919998,89.523346,5226600,ABBV
2020-08-10,92.629997,93.669998,92.150002,92.379997,89.003082,7623600,ABBV
2020-08-11,92.309998,93.290001,92.129997,92.669998,89.282486,7208400,ABBV
2020-08-12,93.449997,95.580002,93.330002,95.510002,92.018669,7705600,ABBV
2020-08-13,95.139999,95.500000,94.010002,94.680000,91.219017,6004200,ABBV
2020-08-14,95.379997,95.669998,94.540001,95.070000,91.594757,5488100,ABBV
2020-08-17,95.290001,97.260002,95.260002,96.349998,92.827972,7251400,ABBV
2020-08-18,96.620003,96.699997,95.150002,95.650002,92.153549,4557400,ABBV
2020-08-19,97.110001,97.419998,95.849998,96.099998,92.587097,7672000,ABBV
2020-08-20,95.489998,96.029999,94.680000,95.199997,91.720001,6798000,ABBV
2020-08-21,95.199997,95.320000,94.320000,94.860001,91.392426,5269000,ABBV
2020-08-24,94.900002,95.239998,94.180000,94.510002,91.055237,4103600,ABBV
2020-08-25,94.209999,94.790001,93.910004,94.059998,90.621681,6710000,ABBV
2020-08-26,93.500000,94.410004,92.940002,94.349998,90.901070,5682800,ABBV
2020-08-27,94.330002,95.059998,93.669998,94.300003,90.852905,5271500,ABBV
2020-08-28,94.519997,94.650002,93.529999,94.169998,90.727654,4938300,ABBV
2020-08-31,94.120003,96.010002,94.010002,95.769997,92.269165,9932300,ABBV
2020-09-01,95.519997,95.919998,91.290001,92.239998,88.868202,15783600,ABBV
2020-09-02,92.070000,94.239998,91.900002,93.949997,90.515694,9139200,ABBV
2020-09-03,93.879997,94.309998,91.089996,91.870003,88.511734,8921900,ABBV
2020-09-04,92.080002,93.129997,90.580002,91.870003,88.511734,9444800,ABBV
2020-09-08,91.519997,91.860001,89.449997,90.220001,86.922050,8563900,ABBV
2020-09-09,90.860001,92.430000,90.510002,91.629997,88.280510,5373500,ABBV
2020-09-10,91.070000,91.410004,89.480003,89.650002,86.372887,10403600,ABBV
2020-09-11,89.809998,90.339996,89.040001,89.699997,86.421051,8385800,ABBV
2020-09-14,90.050003,91.260002,89.459999,90.489998,87.182175,5212300,ABBV
2020-09-15,91.400002,91.980003,90.639999,90.910004,87.586830,3851300,ABBV
2020-09-16,91.019997,91.269997,89.690002,89.779999,86.498131,6304400,ABBV
2020-09-17,89.300003,90.809998,89.180000,89.629997,86.353607,5604700,ABBV
2020-09-18,89.489998,90.500000,88.860001,90.110001,86.816063,10076300,ABBV
2020-09-21,89.139999,89.430000,87.169998,89.089996,85.833359,7328300,ABBV
2020-09-22,88.900002,88.949997,87.930000,88.599998,85.361267,5306100,ABBV
2020-09-23,89.000000,89.269997,87.120003,87.139999,83.954636,6253000,ABBV
2020-09-24,87.000000,87.000000,85.320000,85.910004,82.769600,9980800,ABBV
2020-09-25,86.000000,86.860001,85.459999,86.230003,83.077904,9935600,ABBV
2020-09-28,87.290001,88.199997,86.870003,87.279999,84.089516,6306900,ABBV
2020-09-29,87.110001,87.279999,86.309998,86.889999,83.713768,5508900,ABBV
2020-09-30,87.000000,88.440002,86.809998,87.589996,84.388191,8209300,ABBV
2020-10-01,88.169998,88.169998,86.730003,87.139999,83.954636,8777300,ABBV
2020-10-02,86.500000,87.349998,86.050003,86.120003,82.971924,5554300,ABBV
2020-10-05,86.489998,88.180000,86.209999,87.930000,84.715759,5984200,ABBV
2020-10-06,87.970001,88.059998,85.709999,85.889999,82.750328,8743800,ABBV
2020-10-07,86.160004,87.300003,86.029999,87.070000,83.887192,5899700,ABBV
2020-10-08,87.269997,88.580002,86.919998,87.339996,84.147316,5535100,ABBV
2020-10-09,87.410004,88.699997,87.349998,87.699997,84.494164,6005800,ABBV
2020-10-12,88.169998,88.599998,87.320000,88.320000,85.091499,7314900,ABBV
2020-10-13,88.010002,88.800003,87.470001,87.830002,84.619415,7851700,ABBV
2020-10-14,86.830002,87.110001,85.900002,86.070000,84.053009,5863900,ABBV
2020-10-15,85.410004,85.739998,84.959999,85.230003,83.232697,6190900,ABBV
2020-10-16,85.889999,87.150002,85.760002,86.269997,84.248322,5358500,ABBV
2020-10-19,86.589996,86.790001,84.129997,84.309998,82.334251,10288000,ABBV
2020-10-20,84.190002,84.830002,83.419998,84.250000,82.275658,6932100,ABBV
2020-10-21,83.580002,84.139999,82.559998,82.889999,80.947525,9776900,ABBV
2020-10-22,83.019997,84.889999,82.919998,84.309998,82.334251,8080100,ABBV
2020-10-23,84.639999,85.150002,83.940002,84.339996,82.363541,4238700,ABBV
2020-10-26,84.089996,84.320000,82.809998,83.919998,81.953392,7986300,ABBV
2020-10-27,84.000000,84.260002,82.680000,82.709999,80.771744,6705600,ABBV
2020-10-28,81.349998,82.209999,80.239998,80.489998,78.603767,11480200,ABBV
2020-10-29,80.500000,81.370003,79.110001,80.669998,78.779549,8876700,ABBV
2020-10-30,83.199997,86.139999,83.000000,85.099998,83.105736,18089100,ABBV
2020-11-02,86.029999,88.540001,86.000000,88.250000,86.181915,10781400,ABBV
2020-11-03,89.139999,89.389999,87.430000,87.959999,85.898712,8518800,ABBV
2020-11-04,93.139999,97.489998,92.669998,94.500000,92.285454,25849000,ABBV
2020-11-05,95.360001,95.519997,93.000000,93.690002,91.494438,8013000,ABBV
2020-11-06,92.980003,93.650002,91.709999,92.849998,90.674118,7006900,ABBV
2020-11-09,95.739998,96.949997,94.669998,95.120003,92.890923,11028900,ABBV
2020-11-10,96.010002,99.129997,95.629997,98.870003,96.553047,12267200,ABBV
2020-11-11,99.150002,99.870003,97.769997,98.150002,95.849922,9476500,ABBV
2020-11-12,97.500000,97.750000,96.279999,97.599998,95.312813,7646600,ABBV
2020-11-13,97.410004,99.550003,97.400002,99.040001,96.719070,6888600,ABBV
2020-11-16,99.959999,100.540001,98.330002,98.360001,96.055000,8611300,ABBV
2020-11-17,99.370003,100.260002,98.739998,99.209999,96.885078,11593500,ABBV
2020-11-18,100.000000,100.290001,98.680000,98.720001,96.406563,8880600,ABBV
2020-11-19,98.760002,100.150002,98.589996,99.669998,97.334297,7550300,ABBV
2020-11-20,99.949997,101.830002,98.620003,100.839996,98.476875,9682500,ABBV
2020-11-23,101.940002,102.760002,101.070000,102.180000,99.785484,7541500,ABBV
2020-11-24,102.879997,104.820000,102.580002,103.959999,101.523758,9322200,ABBV
2020-11-25,103.820000,104.459999,103.389999,104.199997,101.758141,6368100,ABBV
2020-11-27,104.980003,105.800003,104.300003,104.889999,102.431969,4418800,ABBV
2020-11-30,105.120003,105.419998,103.650002,104.580002,102.129242,20726500,ABBV
2020-12-01,105.050003,106.379997,104.040001,104.040001,101.601891,7625100,ABBV
2020-12-02,104.000000,105.379997,103.320000,104.989998,102.529625,5492200,ABBV
2020-12-03,105.000000,105.699997,104.300003,104.739998,102.285484,4693600,ABBV
2020-12-04,105.019997,107.309998,105.019997,107.279999,104.765968,7235800,ABBV
2020-12-07,107.040001,107.209999,104.959999,105.839996,103.359711,6532500,ABBV
2020-12-08,105.699997,108.349998,105.599998,107.690002,105.166351,6688200,ABBV
2020-12-09,107.900002,109.150002,107.629997,108.669998,106.123383,7350700,ABBV
2020-12-10,109.059998,109.070000,106.669998,107.489998,104.971039,6285700,ABBV
2020-12-11,107.010002,107.419998,105.580002,106.339996,103.847984,5205200,ABBV
2020-12-14,107.430000,108.070000,104.089996,104.199997,101.758141,8272700,ABBV
2020-12-15,105.440002,105.449997,102.320000,102.820000,100.410484,12101000,ABBV
2020-12-16,102.500000,105.410004,101.900002,104.639999,102.187828,9182100,ABBV
2020-12-17,104.860001,105.500000,104.110001,104.889999,102.431969,6360600,ABBV
2020-12-18,105.029999,105.059998,103.199997,104.449997,102.002281,13906800,ABBV
2020-12-21,102.760002,103.919998,101.550003,103.709999,101.279625,6664600,ABBV
2020-12-22,103.410004,103.500000,102.010002,102.800003,100.390953,4002900,ABBV
2020-12-23,103.059998,103.930000,102.910004,103.279999,100.859703,3659100,ABBV
2020-12-24,103.110001,103.389999,102.599998,103.260002,100.840172,1378600,ABBV
2020-12-28,103.650002,103.879997,102.720001,103.449997,101.025711,3948900,ABBV
2020-12-29,103.949997,105.370003,103.949997,104.699997,102.246422,5096400,ABBV
2020-12-30,105.110001,106.230003,105.099998,105.269997,102.803062,5328400,ABBV
2020-12-31,105.260002,107.279999,104.849998,107.150002,104.639015,6148100,ABBV
2021-01-04,107.180000,107.349998,103.860001,105.410004,102.939789,9523400,ABBV
2021-01-05,105.410004,107.019997,104.629997,106.500000,104.004242,6823800,ABBV
2021-01-06,104.750000,107.190002,104.180000,105.580002,103.105804,11017500,ABBV
