Date,Open,High,Low,Close,Adj Close,Volume,Ticker
2020-04-27,4.850000,5.990000,4.810000,5.820000,5.820000,7275100,GME
2020-04-28,5.920000,6.040000,5.060000,5.640000,5.640000,5200200,GME
2020-04-29,5.830000,6.090000,5.450000,6.040000,6.040000,3369600,GME
2020-04-30,5.870000,5.980000,5.640000,5.730000,5.730000,2173300,GME
2020-05-01,5.650000,6.180000,5.450000,6.050000,6.050000,4005600,GME
2020-05-04,5.840000,5.930000,5.400000,5.480000,5.480000,4068100,GME
2020-05-05,5.550000,5.630000,5.350000,5.390000,5.390000,2105900,GME
2020-05-06,5.400000,5.400000,4.900000,4.930000,4.930000,3369600,GME
2020-05-07,4.830000,4.930000,4.650000,4.870000,4.870000,2500800,GME
2020-05-08,4.880000,5.190000,4.820000,4.980000,4.980000,2353700,GME
2020-05-11,4.920000,4.960000,4.750000,4.760000,4.760000,1699200,GME
2020-05-12,4.780000,4.920000,4.460000,4.540000,4.540000,2639200,GME
2020-05-13,4.540000,4.540000,4.070000,4.210000,4.210000,2882900,GME
2020-05-14,4.150000,4.190000,3.960000,4.130000,4.130000,2004900,GME
2020-05-15,4.050000,4.450000,4.040000,4.220000,4.220000,1940600,GME
2020-05-18,4.400000,4.630000,4.360000,4.580000,4.580000,2371700,GME
2020-05-19,4.580000,4.750000,4.370000,4.440000,4.440000,1840700,GME
2020-05-20,4.500000,4.690000,4.340000,4.430000,4.430000,2543600,GME
2020-05-21,4.450000,4.650000,4.400000,4.440000,4.440000,1971900,GME
2020-05-22,4.460000,4.490000,4.130000,4.180000,4.180000,2379900,GME
2020-05-26,4.340000,4.610000,4.330000,4.420000,4.420000,3545700,GME
2020-05-27,4.570000,4.710000,4.360000,4.690000,4.690000,3146600,GME
2020-05-28,4.750000,4.760000,4.300000,4.330000,4.330000,2183900,GME
2020-05-29,4.330000,4.420000,4.050000,4.060000,4.060000,3973500,GME
2020-06-01,4.120000,4.360000,4.020000,4.130000,4.130000,2611600,GME
2020-06-02,4.270000,4.310000,4.060000,4.180000,4.180000,2369400,GME
2020-06-03,4.240000,4.520000,4.200000,4.440000,4.440000,3037400,GME
2020-06-04,4.440000,4.720000,4.370000,4.470000,4.470000,3514300,GME
2020-06-05,4.290000,4.410000,4.090000,4.140000,4.140000,6274400,GME
2020-06-08,4.280000,5.140000,4.270000,5.010000,5.010000,10133700,GME
2020-06-09,5.000000,5.000000,4.550000,4.960000,4.960000,8073400,GME
2020-06-10,4.780000,5.530000,4.680000,5.070000,5.070000,10606400,GME
2020-06-11,4.640000,4.900000,4.180000,4.370000,4.370000,6236000,GME
2020-06-12,4.600000,4.780000,4.390000,4.720000,4.720000,4378200,GME
2020-06-15,4.500000,4.770000,4.420000,4.690000,4.690000,3909000,GME
2020-06-16,4.950000,4.950000,4.510000,4.640000,4.640000,3121300,GME
2020-06-17,4.540000,4.830000,4.530000,4.760000,4.760000,3593500,GME
2020-06-18,4.670000,4.950000,4.650000,4.950000,4.950000,3423800,GME
2020-06-19,4.950000,5.080000,4.690000,4.880000,4.880000,7366600,GME
2020-06-22,4.790000,4.950000,4.720000,4.870000,4.870000,3178900,GME
2020-06-23,4.950000,4.990000,4.800000,4.830000,4.830000,3205400,GME
2020-06-24,4.830000,4.840000,4.380000,4.410000,4.410000,2976200,GME
2020-06-25,4.330000,4.540000,4.300000,4.460000,4.460000,2450800,GME
2020-06-26,4.480000,4.500000,4.270000,4.350000,4.350000,3801200,GME
2020-06-29,4.350000,4.520000,4.300000,4.380000,4.380000,2131200,GME
2020-06-30,4.330000,4.510000,4.200000,4.340000,4.340000,3889000,GME
2020-07-01,4.310000,4.500000,4.310000,4.440000,4.440000,2303700,GME
2020-07-02,4.490000,4.510000,4.290000,4.290000,4.290000,1887600,GME
2020-07-06,4.310000,4.340000,4.190000,4.240000,4.240000,2140900,GME
2020-07-07,4.200000,4.250000,4.060000,4.090000,4.090000,2456600,GME
2020-07-08,4.100000,4.290000,4.030000,4.260000,4.260000,2052800,GME
2020-07-09,4.270000,4.320000,4.130000,4.210000,4.210000,1992600,GME
2020-07-10,4.200000,4.380000,4.180000,4.340000,4.340000,1410800,GME
