Local time,Ask,Bid,AskVolume,BidVolume
30.03.2021 06:30:01.141 GMT-0700,63.002,62.198,0.011,0.011
30.03.2021 06:30:01.650 GMT-0700,62.723000000000006,62.297,0.0008,0.011
30.03.2021 06:30:01.812 GMT-0700,62.532,62.198,0.011,0.011
30.03.2021 06:30:02.550 GMT-0700,62.572,62.368,0.011,0.011
30.03.2021 06:30:03.052 GMT-0700,62.493,62.367,0.0075,0.011
30.03.2021 06:30:03.103 GMT-0700,62.393,62.197,0.011,0.011
30.03.2021 06:30:03.203 GMT-0700,62.422,62.198,0.011,0.011
30.03.2021 06:30:03.423 GMT-0700,62.422,62.198,0.0075,0.011
30.03.2021 06:30:03.474 GMT-0700,62.472,62.418000000000006,0.011,0.011
30.03.2021 06:30:03.582 GMT-0700,62.453,62.385,0.0008,0.0075
30.03.2021 06:30:03.633 GMT-0700,62.472,62.198,0.011,0.011
30.03.2021 06:30:06.027 GMT-0700,62.472,62.198,0.011,0.011
30.03.2021 06:30:06.077 GMT-0700,62.472,62.198,0.011,0.011
30.03.2021 06:30:06.789 GMT-0700,62.473000000000006,62.197,0.011,0.011
30.03.2021 06:30:06.890 GMT-0700,62.472,62.198,0.011,0.011
30.03.2021 06:30:07.047 GMT-0700,62.442,62.198,0.0008,0.011
30.03.2021 06:30:07.198 GMT-0700,62.442,62.198,0.011,0.011
30.03.2021 06:30:07.442 GMT-0700,62.413000000000004,62.317,0.0008,0.011
30.03.2021 06:30:10.071 GMT-0700,62.445,62.398,0.0008,0.0075
30.03.2021 06:30:10.121 GMT-0700,62.461999999999996,62.408,0.011,0.011
30.03.2021 06:30:10.322 GMT-0700,62.552,62.478,0.011,0.011
30.03.2021 06:30:10.472 GMT-0700,62.552,62.528000000000006,0.0008,0.0075
30.03.2021 06:30:10.523 GMT-0700,62.622,62.528000000000006,0.011,0.011
30.03.2021 06:30:10.616 GMT-0700,62.61300000000001,62.477,0.011,0.0075
30.03.2021 06:30:11.001 GMT-0700,62.603,62.475,0.0008,0.0075
30.03.2021 06:30:11.052 GMT-0700,62.602,62.198,0.011,0.011
30.03.2021 06:30:11.119 GMT-0700,62.603,62.197,0.011,0.011
30.03.2021 06:30:12.675 GMT-0700,62.593,62.257,0.011,0.011
30.03.2021 06:30:12.872 GMT-0700,62.592,62.248000000000005,0.011,0.011
30.03.2021 06:30:13.411 GMT-0700,62.592,62.258,0.011,0.011
30.03.2021 06:30:13.732 GMT-0700,62.592,62.248000000000005,0.011,0.011
30.03.2021 06:30:14.445 GMT-0700,62.543000000000006,62.247,0.0008,0.0075
30.03.2021 06:30:14.495 GMT-0700,62.543000000000006,62.197,0.011,0.011
30.03.2021 06:30:14.630 GMT-0700,62.543000000000006,62.197,0.011,0.011
30.03.2021 06:30:14.974 GMT-0700,62.532,62.348000000000006,0.0008,0.011
30.03.2021 06:30:15.536 GMT-0700,62.522,62.348000000000006,0.011,0.011
30.03.2021 06:30:15.650 GMT-0700,62.523,62.347,0.011,0.011
30.03.2021 06:30:19.028 GMT-0700,62.512,62.408,0.0008,0.011
30.03.2021 06:30:19.276 GMT-0700,62.423,62.207,0.011,0.011
30.03.2021 06:30:19.376 GMT-0700,62.432,62.198,0.011,0.011
30.03.2021 06:30:19.477 GMT-0700,62.432,62.198,0.011,0.011
30.03.2021 06:30:19.527 GMT-0700,62.383,62.197,0.011,0.011
30.03.2021 06:30:19.628 GMT-0700,62.403000000000006,62.197,0.011,0.011
30.03.2021 06:30:19.796 GMT-0700,62.382,62.198,0.011,0.011
30.03.2021 06:30:20.436 GMT-0700,62.383,62.207,0.011,0.0075
30.03.2021 06:30:20.604 GMT-0700,62.383,62.197,0.011,0.011
30.03.2021 06:30:21.258 GMT-0700,62.383,62.197,0.011,0.011
30.03.2021 06:30:21.539 GMT-0700,62.382,62.248000000000005,0.011,0.011
30.03.2021 06:30:22.586 GMT-0700,62.383,62.317,0.011,0.0075
30.03.2021 06:30:23.229 GMT-0700,62.443000000000005,62.357,0.011,0.011
30.03.2021 06:30:23.329 GMT-0700,62.443000000000005,62.267,0.011,0.011
30.03.2021 06:30:23.439 GMT-0700,62.442,62.198,0.011,0.011
30.03.2021 06:30:24.157 GMT-0700,62.443000000000005,62.297,0.011,0.0075
30.03.2021 06:30:24.258 GMT-0700,62.502,62.298,0.011,0.011
30.03.2021 06:30:24.309 GMT-0700,62.453,62.297,0.011,0.011
30.03.2021 06:30:25.046 GMT-0700,62.453,62.307,0.011,0.011
30.03.2021 06:30:25.096 GMT-0700,62.452,62.298,0.011,0.011
30.03.2021 06:30:25.614 GMT-0700,62.443000000000005,62.297,0.0075,0.011
30.03.2021 06:30:26.410 GMT-0700,62.423,62.307,0.011,0.0075
30.03.2021 06:30:26.510 GMT-0700,62.423,62.297,0.011,0.011
30.03.2021 06:30:27.252 GMT-0700,62.422,62.308,0.011,0.0075
30.03.2021 06:30:27.720 GMT-0700,62.422,62.298,0.011,0.011
30.03.2021 06:30:28.983 GMT-0700,62.422,62.308,0.011,0.0075
30.03.2021 06:30:29.108 GMT-0700,62.423,62.297,0.011,0.011
30.03.2021 06:30:29.820 GMT-0700,62.423,62.307,0.011,0.0075
30.03.2021 06:30:30.042 GMT-0700,62.423,62.297,0.011,0.011
30.03.2021 06:30:30.222 GMT-0700,62.412,62.348000000000006,0.0075,0.0075
30.03.2021 06:30:30.272 GMT-0700,62.412,62.198,0.011,0.011
30.03.2021 06:30:30.426 GMT-0700,62.412,62.198,0.011,0.011
30.03.2021 06:30:30.860 GMT-0700,62.393,62.367,0.0008,0.011
30.03.2021 06:30:30.910 GMT-0700,62.762,62.378,0.011,0.011
30.03.2021 06:30:31.097 GMT-0700,62.513000000000005,62.367,0.011,0.011
30.03.2021 06:30:32.950 GMT-0700,62.503,62.367,0.0075,0.011
30.03.2021 06:30:33.083 GMT-0700,62.513000000000005,62.367,0.011,0.011
30.03.2021 06:30:34.117 GMT-0700,62.433,62.367,0.0075,0.011
30.03.2021 06:30:34.167 GMT-0700,62.762,62.388000000000005,0.011,0.011
30.03.2021 06:30:34.217 GMT-0700,62.512,62.408,0.011,0.011
30.03.2021 06:30:34.268 GMT-0700,62.512,62.388000000000005,0.011,0.011
30.03.2021 06:30:35.211 GMT-0700,62.502,62.388000000000005,0.0075,0.011
30.03.2021 06:30:35.312 GMT-0700,62.512,62.388000000000005,0.011,0.011
30.03.2021 06:30:36.119 GMT-0700,62.503,62.387,0.0008,0.011
30.03.2021 06:30:36.256 GMT-0700,62.512,62.388000000000005,0.011,0.011
30.03.2021 06:30:37.010 GMT-0700,62.502,62.388000000000005,0.0075,0.011
30.03.2021 06:30:37.123 GMT-0700,62.513000000000005,62.387,0.011,0.011
30.03.2021 06:30:37.649 GMT-0700,62.502,62.388000000000005,0.011,0.011
30.03.2021 06:30:38.111 GMT-0700,62.512,62.388000000000005,0.011,0.011
30.03.2021 06:30:38.957 GMT-0700,62.502,62.388000000000005,0.0008,0.011
30.03.2021 06:30:39.058 GMT-0700,62.843,62.207,0.011,0.011
30.03.2021 06:30:39.115 GMT-0700,62.562,62.208000000000006,0.0008,0.011
30.03.2021 06:30:39.316 GMT-0700,62.562,62.48800000000001,0.0008,0.011
30.03.2021 06:30:39.366 GMT-0700,62.643,62.487,0.011,0.011
30.03.2021 06:30:40.257 GMT-0700,62.642,62.528000000000006,0.011,0.0075
30.03.2021 06:30:40.307 GMT-0700,62.642,62.48800000000001,0.011,0.011
30.03.2021 06:30:40.889 GMT-0700,62.642,62.508,0.011,0.0075
30.03.2021 06:30:42.321 GMT-0700,62.545,62.487,0.0075,0.011
30.03.2021 06:30:42.372 GMT-0700,62.643,62.487,0.011,0.011
30.03.2021 06:30:42.476 GMT-0700,62.622,62.48800000000001,0.011,0.011
30.03.2021 06:30:43.483 GMT-0700,62.542,62.48800000000001,0.0008,0.011
30.03.2021 06:30:43.533 GMT-0700,62.553000000000004,62.427,0.011,0.011
30.03.2021 06:30:43.583 GMT-0700,62.553000000000004,62.467,0.011,0.011
30.03.2021 06:30:43.747 GMT-0700,62.563,62.467,0.011,0.011
30.03.2021 06:30:44.402 GMT-0700,62.562,62.478,0.011,0.011
30.03.2021 06:30:44.452 GMT-0700,62.562,62.468,0.011,0.011
30.03.2021 06:30:45.571 GMT-0700,62.552,62.418000000000006,0.011,0.011
30.03.2021 06:30:45.992 GMT-0700,62.61300000000001,62.417,0.011,0.011
30.03.2021 06:30:46.513 GMT-0700,62.61300000000001,62.427,0.011,0.011
30.03.2021 06:30:46.661 GMT-0700,62.612,62.418000000000006,0.011,0.011
30.03.2021 06:30:47.072 GMT-0700,62.612,62.478,0.011,0.011
30.03.2021 06:30:49.464 GMT-0700,62.782,62.478,0.011,0.011
30.03.2021 06:30:49.514 GMT-0700,62.602,62.478,0.011,0.011
30.03.2021 06:30:50.723 GMT-0700,62.51,62.458000000000006,0.0075,0.011
30.03.2021 06:30:50.774 GMT-0700,62.502,62.288000000000004,0.011,0.011
30.03.2021 06:30:50.863 GMT-0700,62.503,62.367,0.011,0.0075
30.03.2021 06:30:50.963 GMT-0700,62.842,62.388000000000005,0.011,0.011
30.03.2021 06:30:51.063 GMT-0700,62.843,62.417,0.011,0.011
30.03.2021 06:30:51.114 GMT-0700,62.842,62.198,0.011,0.011
30.03.2021 06:30:51.496 GMT-0700,62.703,62.197,0.011,0.011
30.03.2021 06:30:51.597 GMT-0700,62.543000000000006,62.377,0.011,0.011
30.03.2021 06:30:54.354 GMT-0700,62.433,62.378,0.0008,0.011
30.03.2021 06:30:54.404 GMT-0700,62.843,62.377,0.011,0.011
30.03.2021 06:30:54.867 GMT-0700,62.532,62.378,0.011,0.011
30.03.2021 06:30:55.745 GMT-0700,62.532,62.388000000000005,0.011,0.0075
30.03.2021 06:30:55.795 GMT-0700,62.533,62.377,0.011,0.011
30.03.2021 06:30:55.911 GMT-0700,62.433,62.378,0.0008,0.011
30.03.2021 06:30:55.961 GMT-0700,62.842,62.418000000000006,0.011,0.011
30.03.2021 06:30:56.012 GMT-0700,62.842,62.388000000000005,0.011,0.011
30.03.2021 06:30:56.261 GMT-0700,62.532,62.388000000000005,0.011,0.011
30.03.2021 06:30:56.722 GMT-0700,62.522,62.388000000000005,0.011,0.011
30.03.2021 06:30:57.236 GMT-0700,62.522,62.338,0.011,0.011
30.03.2021 06:30:57.646 GMT-0700,62.503,62.327,0.011,0.011
30.03.2021 06:30:59.850 GMT-0700,62.493,62.347,0.0075,0.0075
30.03.2021 06:30:59.901 GMT-0700,62.503,62.347,0.011,0.011
30.03.2021 06:31:00.719 GMT-0700,62.492,62.348000000000006,0.0008,0.011
30.03.2021 06:31:00.819 GMT-0700,62.502,62.348000000000006,0.011,0.011
30.03.2021 06:31:01.549 GMT-0700,62.492,62.348000000000006,0.0008,0.011
30.03.2021 06:31:01.599 GMT-0700,62.502,62.348000000000006,0.011,0.011
30.03.2021 06:31:03.116 GMT-0700,62.493,62.347,0.011,0.011
30.03.2021 06:31:03.264 GMT-0700,62.502,62.348000000000006,0.011,0.011
30.03.2021 06:31:04.229 GMT-0700,62.493,62.347,0.011,0.011
